Word,Katakana,Emotion,seikika,pos_neg
哀,アイ,悲,,neg
愛,アイ,好親安尊,,pos
相いれない,アイイレナイ,不,,neg
哀感,アイカン,悲,,neg
愛敬,アイキョウ,親,,pos
愛好,アイコウ,好親,,pos
哀愁,アイシュウ,悲,,neg
愛執,アイシュウ,好,,pos
哀傷,アイショウ,悲失痛,,neg
愛情,アイジョウ,好親,,pos
愛する,アイスル,好親,,pos
哀惜,アイセキ,悲,,neg
哀切,アイセツ,悲,,neg
愛想を尽かす,アイソオツカス,嫌,,neg
愛着,アイチャク,好親,,pos
哀悼,アイトウ,悲,,neg
愛慕,アイボ,好尊親安,,pos
愛欲,アイヨク,好,,pos
愛らしい,アイラシイ,好,,pos
青息吐息,アオイキトイキ,ふ辛心,,neg
仰ぐ,アオグ,尊,,pos
青筋を立てる,アオスジヲタテル,怒興,,neg
赤恥,アカッパジ,恥,,neg
赤らむ,アカラム,恥,,neg
赤らめる,アカラメル,恥,,neg
崇める,アガメル,尊,,pos
飽き飽き,アキアキ,不,,neg
飽き足りる,アキタリル,幸,,pos
諦め,アキラメ,悔情残,,neg
諦める,アキラメル,悔情残,,neg
飽きる,アキル,不,,neg
呆れ返る,アキレカエル,あ,,neg
呆れ果てる,アキレハテル,あ,,neg
呆れる,アキレル,あ,,neg
悪感情,アクカンジョウ,嫌,,neg
倦む,アグム,悩鬱,,neg
憧れ,アコガレ,尊親,,pos
憧れる,アコガレル,尊親,,pos
浅ましい,アサマシイ,あ憐見,,neg
嘲る,アザケル,見,,neg
味気ない,アジケナイ,不,,neg
焦り,アセリ,焦,,neg
焦る,アセル,焦,,neg
唖然,アゼン,驚,,pos
頭に来る,アタマニクル,怒,,neg
頭を悩ませる,アタマヲナヤマセル,悩,,neg
当たり散らす,アタリチラス,怒,,neg
あッ,アッ,驚,,pos
あっけない,アッケナイ,不,,neg
呆気に取られる,アッケニトラレル,驚,,pos
圧迫感,アッパクカン,苦,,neg
熱い,アツイ,興不,,pos
熱いものがこみ上げる,アツイモノガコミアゲル,興,,pos
厚かましい,アツカマシイ,不,,neg
熱くなる,アツクナル,興,,pos
暑苦しい,アツクルシイ,不,,neg
後味が良くない,アトアジガヨクナイ,不,,neg
後味が宜しくない,アトアジガヨロシクナイ,不,,neg
後味が悪い,アトアジガワルイ,不,,neg
侮る,アナドル,見,,neg
阿鼻叫喚,アビキョウカン,辛苦,,neg
危ない,アブナイ,ふ,,neg
あほらしい,アホラシイ,あ見,,neg
荒々しい,アラアラシイ,不,,neg
あらッ,アラッ,驚,,pos
ありがたい,アリガタイ,感,,pos
ありがたみ,アリガタミ,感,,pos
ありがた迷惑,アリガタメイワク,不,,neg
ありがと,アリガト,感,,pos
ありがとう,アリガトウ,感,,pos
ありゃ,アリャ,驚,,pos
慌てふためく,アワテフタメク,焦,,neg
慌てる,アワテル,焦,,neg
哀れ,アワレ,憐,,neg
憐れ,アワレ,憐,,neg
憐れみ,アワレミ,憐,,neg
憐れむ,アワレム,憐,,neg
安逸,アンイツ,安楽,,pos
暗鬱,アンウツ,鬱,,neg
安閑,アンカン,安穏,,pos
案外,アンガイ,驚不,,pos
安心,アンシン,安穏,,pos
案ずる,アンズル,心,,neg
暗然,アンゼン,悲鬱,,neg
安息感,アンソクカン,安,,pos
暗澹,アンタン,ふ鬱,,neg
安定,アンテイ,穏,,neg
安堵,アンド,安穏,,pos
安寧,アンネイ,安穏,,pos
安楽,アンラク,安穏,,pos
怡怡,イイ,喜楽,,pos
言い寄る,イイヨル,不好,,neg
いかがわしい,イカガワシイ,不,,neg
厳つい,イカツイ,不,,neg
怒らす,イカラス,怒,,neg
怒り,イカリ,怒,,neg
怒りが爆発する,イカリガバクハツスル,怒興,,neg
怒り狂う,イカリクルウ,怒,,neg
遺憾,イカン,残,,neg
意外,イガイ,驚,,pos
啀み合う,イガミアウ,見怒,,neg
啀む,イガム,怒,,neg
息を詰める,イキオツメル,ふ,,neg
息が詰まる,イキガツマル,不,,neg
息苦しい,イキグルシイ,苦不,,neg
息苦しさ,イキグルシサ,苦不,,neg
意気軒昂,イキケンコウ,興,,pos
意気消沈,イキショウチン,鬱,,neg
憤り,イキドオリ,怒,,neg
憤る,イキドオル,怒,,neg
行き悩む,イキナヤム,悩,,neg
生き恥,イキハジ,恥,,neg
息巻く,イキマク,怒,,neg
熱り立つ,イキリタツ,怒興,,neg
息を飲む,イキヲノム,驚怖,,pos
息を潜める,イキヲヒソメル,緊,,neg
いけ好かない,イケスカナイ,不嫌,,neg
いけ図々しい,イケズウズウシイ,不嫌,,neg
依怙地になる,イコジニナル,怒,,neg
遺恨,イコン,恨残,,neg
勇ましい,イサマシイ,興,,pos
意趣,イシュ,恨,,neg
萎縮,イシュク,ふ心,,neg
意地汚い,イジキタナイ,不嫌,,neg
意地悪,イジワル,不嫌,,neg
いそいそ,イソイソ,喜,,pos
意想外,イソウガイ,驚,,pos
痛い,イタイ,辛苦,,neg
痛々しい,イタイタシイ,憐,,neg
居た堪れない,イタタマレナイ,不,,neg
痛ましい,イタマシイ,憐,,neg
痛み,イタミ,辛苦,,neg
痛み入る,イタミイル,恐感,,neg
悼む,イタム,悲,,neg
痛める,イタメル,辛苦,,neg
いちゃもんを付ける,イチャモンヲツケル,不怒,,neg
一憂,イチユウ,鬱,,neg
一喜,イッキ,喜,,pos
一驚,イッキョウ,驚,,pos
慈しみ,イツクシミ,親,,pos
慈しむ,イツクシム,親,,pos
逸楽,イツラク,楽,,pos
厭う,イトウ,嫌,,neg
愛おしい,イトオシイ,好親安,,pos
愛おしむ,イトオシム,好親安,,pos
愛しい,イトシイ,好親安,,pos
愛しがる,イトシガル,好親安,,pos
愛しさ,イトシサ,好親安,,pos
厭わしい,イトワシイ,嫌,,neg
厭わしさ,イトワシサ,嫌,,neg
畏怖,イフ,怖,,neg
忌忌しい,イマイマシイ,嫌恐,,neg
忌忌しがる,イマイマシガル,嫌,,neg
忌まわしい,イマワシイ,嫌,,neg
忌み嫌う,イミキラウ,嫌,,neg
忌む,イム,嫌,,neg
嫌,イヤ,嫌,,neg
厭,イヤ,嫌,,neg
厭厭,イヤイヤ,嫌不,,neg
厭がる,イヤガル,嫌,,neg
嫌気,イヤケ,嫌,,neg
卑しい,イヤシイ,見,,neg
卑しむ,イヤシム,見,,neg
嫌味,イヤミ,嫌,,neg
厭らしい,イヤラシイ,不嫌,,neg
苛苛しい,イライラシイ,怒,,neg
苛苛する,イライラスル,怒,,neg
苛立たしい,イラダタシイ,怒,,neg
苛立たしさ,イラダタシサ,怒,,neg
苛立ち,イラダチ,怒,,neg
苛立つ,イラダツ,怒,,neg
苛立てる,イラダテル,怒,,neg
色を失う,イロヲウシナウ,心怖,,neg
色をなす,イロヲナス,怒,,neg
陰鬱,インウツ,鬱,,neg
陰気,インキ,鬱,,neg
陰気臭い,インキクサイ,不嫌,,neg
陰惨,インサン,憐,,neg
陰湿,インシツ,不嫌,,neg
浮かされる,ウカサレル,苦辛好,,neg
浮かぬ顔,ウカヌカオ,悩鬱,,neg
浮かれる,ウカレル,楽興,,pos
浮き足立つ,ウキアシタツ,ふ心,,neg
うきうきする,ウキウキスル,楽興喜,,pos
浮き立つ,ウキタツ,楽興ふ焦,,pos
憂き目,ウキメ,辛悲,,neg
憂さ,ウサ,鬱,,neg
胡散臭い,ウサンクサイ,不,,neg
後ろめたい,ウシロメタイ,ふ焦,,neg
後ろめたさ,ウシロメタサ,ふ焦,,neg
薄気味悪い,ウスキミワルイ,不,,neg
薄汚い,ウスギタナイ,不,,neg
うずうず,ウズウズ,興,,pos
打ち萎れる,ウチシオレル,残,,neg
打ち拉がれる,ウチヒシガレル,残,,neg
有頂天,ウチョウテン,誇,,pos
鬱気,ウッキ,鬱,,neg
鬱屈,ウックツ,鬱,,neg
鬱散,ウッサン,鬱,,neg
鬱積,ウッセキ,鬱,,neg
鬱陶しい,ウットウシイ,不嫌,,neg
鬱陶しさ,ウットウシサ,不嫌,,neg
うっとり,ウットリ,好安,,pos
鬱憤,ウップン,怒恨不,,neg
鬱,ウツ,鬱,,neg
鬱鬱と,ウツウツト,鬱,,neg
俯き,ウツムキ,鬱悩辛苦ふ,,neg
俯く,ウツムク,鬱悩辛苦ふ,,neg
鬱悶,ウツモン,悩苦辛鬱ふ,,neg
虚,ウツロ,鬱,,neg
疎ましい,ウトマシイ,嫌,,neg
疎む,ウトム,嫌,,neg
疎んじる,ウトンジル,嫌,,neg
疎んずる,ウトンズル,嫌,,neg
美味い,ウマイ,幸,,pos
旨い,ウマイ,幸,,pos
上手い,ウマイ,動,,pos
呻き声,ウメキゴエ,苦,,neg
呻く,ウメク,苦,,neg
敬う,ウヤマウ,尊,,pos
うら悲しい,ウラガナシイ,悲,,neg
うら淋しい,ウラサビシイ,寂,,neg
うら寂しい,ウラサビシイ,寂,,neg
恨み,ウラミ,恨,,neg
恨みがましい,ウラミガマシイ,恨,,neg
恨む,ウラム,恨,,neg
恨めしい,ウラメシイ,恨憎残情,,neg
恨めしがる,ウラメシガル,恨憎残情,,neg
恨めしく思う,ウラメシクオモウ,恨憎残情,,neg
羨ましい,ウラヤマシイ,不妬,,neg
羨ましがる,ウラヤマシガル,不妬,,neg
羨む,ウラヤム,不妬,,neg
五月蝿い,ウルサイ,不怒,,neg
麗しい,ウルワシイ,好,,pos
憂い,ウレイ,悲辛苦,,neg
愁い,ウレイ,心悲,,neg
愁え,ウレイ,心悲,,neg
憂える,ウレエル,心,,neg
嬉しい,ウレシイ,喜,,pos
嬉しかった,ウレシカッタ,喜,,pos
嬉しがらせ,ウレシガラセ,喜,,pos
嬉しがらせる,ウレシガラセル,喜,,pos
嬉しがる,ウレシガル,喜,,pos
嬉しさ,ウレシサ,喜,,pos
嬉し泣き,ウレシナキ,喜,,pos
嬉し涙,ウレシナミダ,喜,,pos
嬉しみ,ウレシミ,喜,,pos
憂わしい,ウレワシイ,憐,,neg
狼狽える,ウロタエル,驚焦,,pos
上擦る,ウワズル,興怒,,pos
うんざり,ウンザリ,不嫌,,neg
詠嘆,エイタン,動,,pos
笑顔,エガオ,幸安,,pos
依怙贔屓,エコヒイキ,不嫌,,neg
えッ,エッ,驚,,pos
悦,エツ,喜,,pos
笑壺に入る,エツボニハイル,喜,,pos
悦楽,エツラク,喜楽,,pos
恵比寿顔,エビスガオ,喜楽安,,pos
笑み,エミ,幸安,,pos
笑む,エム,幸安,,pos
厭悪,エンオ,嫌恨不,,neg
怨恨,エンコン,恨,,neg
怨嗟,エンサ,恨,,neg
怨色,エンショク,恨,,neg
えーっ,エーッ,驚,,pos
おいおい,オイオイ,あ見,,neg
美味しい,オイシイ,幸,,pos
謳歌,オウカ,幸楽喜,,pos
嘔吐,オウト,辛苦,,neg
懊悩,オウノウ,悩苦,,neg
大恥,オウハジ,恥,,neg
大喜び,オウヨロコビ,喜,,pos
嗚咽,オエツ,苦辛,,neg
おぉ,オォ,驚,,pos
おお,オオ,驚,,pos
男男しい,オオシイ,興,,pos
岡惚れ,オカボレ,好,,pos
岡焼き,オカヤキ,妬,,neg
御気に入り,オキニイリ,好,,pos
お気に入り,オキニハイリ,好,,pos
臆する,オクスル,た,,neg
臆病,オクビョウ,た焦驚,,neg
臆面,オクメン,た,,neg
臆面もなく,オクメンモナク,不,,neg
怒らせる,オコラセル,怒,,neg
怒り出す,オコリダス,怒,,neg
怒り付ける,オコリツケル,怒,,neg
怒る,オコル,怒,,neg
惜しい,オシイ,悔,,neg
惜しがる,オシガル,残,,neg
惜し気,オシゲ,残,,neg
押し付けがましい,オシツケガマシイ,不嫌,,neg
惜しむ,オシム,残悲,,neg
怖気付く,オジケツク,怖,,neg
汚辱,オジョク,怒不,,neg
恐る恐る,オソルオソル,怖,,neg
恐れ,オソレ,恐怖,,neg
恐れ入る,オソレイル,恐,,neg
恐れ多い,オソレオオイ,恐,,neg
恐れる,オソレル,怖,,neg
恐ろしい,オソロシイ,怖,,neg
恐ろしがる,オソロシガル,怖,,neg
恐ろしさ,オソロシサ,怖,,neg
おぞましい,オゾマシイ,怖嫌不,,neg
落ち着かない,オチツカナイ,ふ焦あ,,neg
落ち着き,オチツキ,穏,,neg
落ち着き払う,オチツキハラウ,穏,,neg
落ち着く,オチツク,穏,,neg
落ち着ける,オチツケル,穏,,neg
おっ,オッ,驚,,pos
おっかない,オッカナイ,怖,,neg
躍り上がる,オドリアガル,楽,,pos
おどろおどろしい,オドロオドロシイ,怖不嫌,,neg
驚かす,オドロカス,驚,,pos
驚き,オドロキ,驚,,pos
驚き呆れる,オドロキアキレル,あ驚,,neg
驚き入る,オドロキイル,驚,,pos
驚く,オドロク,驚,,pos
戦き,オノノキ,怖,,neg
戦く,オノノク,怖興,,neg
怯え,オビエ,怖驚,,neg
怯え切る,オビエキル,怖,,neg
怯える,オビエル,怖,,neg
思し召す,オボシメス,尊,,pos
溺れる,オボレル,苦辛好,,neg
怖めず臆せず,オメズオクセズ,穏,,neg
おめでたい,オメデタイ,祝,,pos
おめでとう,オメデトウ,祝,,pos
おもいがけない,オモイガケナイ,驚,,pos
思い屈する,オモイクッスル,鬱,,neg
思い焦がれる,オモイコガレル,尊,,pos
思い詰める,オモイツメル,鬱悩,,neg
思い悩む,オモイナヤム,鬱苦,,neg
思い残す,オモイノコス,悔,,neg
思いの外,オモイノホカ,驚,,pos
思い惑う,オモイマドウ,困,,neg
思い迷う,オモイマヨウ,困,,neg
思いも寄らず,オモイモヨラズ,驚,,pos
思いも寄らない,オモイモヨラナイ,驚,,pos
思いも寄らぬ,オモイモヨラヌ,驚,,pos
思い遣り,オモイヤリ,安親,,pos
思い遣る,オモイヤル,安親,,pos
思い煩う,オモイワズラウ,悩苦,,neg
重苦しい,オモクルシイ,苦不,,neg
重苦しさ,オモクルシサ,苦不,,neg
面白い,オモシロイ,楽,,pos
面白かった,オモシロカッタ,楽,,pos
面白がる,オモシロガル,楽,,pos
面白くない,オモシロクナイ,不,,neg
面憎い,オモニクイ,嫌恨,,neg
重荷を下ろす,オモニヲオロス,安,,pos
面映い,オモハユイ,恥,,neg
おもろい,オモロイ,楽,,pos
重んじる,オモンジル,尊,,pos
親心,オヤゴコロ,親好尊安,,pos
おろおろ,オロオロ,焦ふ,,neg
愚か,オロカ,見あ,,neg
おろかしい,オロカシイ,見あ,,neg
愚かしい,オロカシイ,見あ,,neg
恩愛,オンアイ,好親安,,pos
恩寵,オンチョウ,尊親,,pos
怨念,オンネン,怖恨,,neg
快感,カイカン,気,,pos
怪奇,カイキ,嫌怖,,neg
懐旧,カイキュウ,安親,,pos
懐郷,カイキョウ,安親,,pos
懐古,カイコ,安親,,pos
悔恨,カイコン,悔恨,,neg
悔悟,カイゴ,悔,,neg
快哉,カイサイ,気,,pos
快楽,カイラク,気楽幸,,pos
顔を赤らめる,カオオアカラメル,恥,,neg
顔を隠す,カオオカクス,恥,,neg
顔を曇らせる,カオオクモラセル,不,,neg
顔をしかめる,カオオシカメル,怒,,neg
顔から火が出る,カオカラヒガデル,恥,,neg
顔が火照る,カオガホテル,恥,,neg
掻き暗れる,カキクレル,鬱悲,,neg
掻き毟られる,カキムシラレル,辛苦,,neg
隔意,カクイ,恐,,neg
鶴首,カクシュ,興,,pos
嚇怒,カクド,怒,,neg
かぐわしい,カグワシイ,好,,pos
陰る,カゲル,鬱,,neg
風向きが悪い,カザムキガワルイ,不,,neg
畏まる,カシコマル,恐,,neg
呵責,カシャク,怒,,neg
片恨み,カタウラミ,恨,,neg
肩を落とす,カタオオトス,残,,neg
片想い,カタオモイ,切,,neg
固くなる,カタクナル,ふ焦,,neg
堅苦しい,カタクルシイ,不,,neg
かたじけない,カタジケナイ,恐,,neg
肩の荷が下りる,カタノニガオリル,安,,pos
片腹痛い,カタハライタイ,辛苦,,neg
肩身が狭い,カタミガセマイ,辛不,,neg
肩身が広い,カタミガヒロイ,安親,,pos
かちっと来る,カチットクル,怒,,neg
勝ち誇る,カチホコル,誇,,pos
隔靴掻痒,カッカソウヨウ,怒不,,neg
かったるい,カッタルイ,不,,neg
渇望,カツボウ,願,,pos
哀しい,カナシイ,悲,,neg
悲しい,カナシイ,悲,,neg
悲しがる,カナシガル,悲,,neg
悲しさ,カナシサ,悲,,neg
哀しさ,カナシサ,悲,,neg
悲しまれる,カナシマレル,悲,,neg
悲しみ,カナシミ,悲,,neg
悲しむ,カナシム,悲,,neg
叶わない,カナワナイ,悲残悔,,neg
雷に打たれる,カミナリニウタレル,驚,,pos
絡む,カラム,不怒,,neg
軽がろしい,カロガロシイ,安,,pos
軽んじる,カロンジル,見,,neg
軽んずる,カロンズル,見,,neg
可愛がる,カワイガル,好安親,,pos
可哀想,カワイソウ,憐,,neg
奸悪,カンアク,嫌,,neg
感悦,カンエツ,動喜,,pos
感慨,カンガイ,動,,pos
感慨無量,カンガイムリョウ,動,,pos
汗顔,カンガン,恥,,neg
歓喜,カンキ,喜,,pos
感泣,カンキュウ,動,,pos
感興,カンキョウ,動興,,pos
感極まる,カンキワマル,喜幸動,,pos
艱苦,カンク,悩苦,,neg
感激,カンゲキ,動,,pos
歓呼,カンコ,喜,,pos
感謝,カンシャ,感,,pos
癇癪,カンシャク,怒,,neg
感傷,カンショウ,憐,,neg
歓笑,カンショウ,喜楽,,pos
歓心,カンシン,喜,,pos
寒心,カンシン,怖,,neg
感心,カンシン,驚あ動,,pos
莞爾,カンジ,幸安親,,pos
感じ入る,カンジイル,動,,pos
感情的,カンジョウテキ,興怒,,pos
感情を害する,カンジョウヲガイスル,不嫌,,neg
感情を昂らせる,カンジョウヲタカブラセル,興,,pos
歓声,カンセイ,興喜,,pos
感嘆,カンタン,興驚悲,,pos
歓天喜地,カンテンキチ,喜,,pos
感動,カンドウ,動,,pos
感に堪える,カンニコタエル,興動,,pos
癇に障る,カンニサワル,怒,,neg
感に堪えない,カンニタエナイ,興動,,pos
勘忍袋の緒が切れる,カンニンブクロノオガキレル,怒,,neg
感服,カンプク,尊悔,,pos
感無量,カンムリョウ,喜幸,,pos
感銘,カンメイ,動,,pos
寛容,カンヨウ,安,,pos
歓楽,カンラク,喜楽,,pos
感涙,カンルイ,感動,,pos
歓を尽くす,カンヲツクス,楽,,pos
賀意,ガイ,祝,,pos
慨然,ガイゼン,鬱怒興,,neg
慨嘆,ガイタン,鬱怒,,neg
愕然,ガクゼン,驚,,pos
がっかり,ガッカリ,残,,neg
がっくり,ガックリ,残,,neg
我慢ならない,ガマンナラナイ,怒,,neg
がみがみ,ガミガミ,不,,neg
がめつい,ガメツイ,不,,neg
気鬱,キウツ,鬱,,neg
消え入りたい,キエイリタイ,鬱,,neg
喜悦,キエツ,喜,,pos
気後れ,キオクレ,怠,,neg
気落ち,キオチ,怠,,neg
気を揉む,キオモム,ふ,,neg
気を悪くする,キオワルクスル,怒嫌不,,neg
気がある,キガアル,好,,pos
気が置かれる,キガオカレル,緊,,neg
気が重い,キガオモイ,鬱,,neg
気懸かり,キガカリ,ふ,,neg
気が軽い,キガカルイ,安穏,,pos
気が気でない,キガキデナイ,焦心ふ,,neg
気が沈む,キガシズム,鬱残,,neg
気が急く,キガセク,焦,,neg
気が立つ,キガタツ,怒,,neg
気が咎める,キガトガメル,情,,neg
気兼ね,キガネ,緊,,neg
気が引き締まる,キガヒキシマル,緊興,,neg
気が参る,キガマイル,怠,,neg
気が滅入る,キガメイル,怠,,neg
気が揉める,キガモメル,安,,pos
気が緩む,キガユルム,安,,pos
気が楽,キガラク,安,,pos
気軽,キガル,安,,pos
気軽い,キガルイ,安,,pos
嬉嬉,キキ,喜楽,,pos
聞き苦しい,キキグルシイ,不,,neg
聞き捨てならない,キキズテナラナイ,不,,neg
聞き辛い,キキズライ,不,,neg
聞きにくい,キキニクイ,不,,neg
危懼,キク,心ふ,,neg
危惧,キグ,心ふ,,neg
気苦労,キグロウ,苦,,neg
危険,キケン,ふ,,neg
機嫌好い,キゲンヨイ,穏,,neg
きざっぽい,キザッポイ,不,,neg
気障り,キザワリ,Ｆ不,,neg
キショい,キショイ,不,,neg
喜色,キショク,喜,,pos
気色が悪い,キショクガワルイ,Ｆ嫌,,neg
気色を害する,キショクヲガイスル,怒,,neg
気色を悪くする,キショクヲワルクスル,怒,,neg
傷痕,キズアト,辛苦,,neg
気遣い,キズカイ,尊怖,,pos
気遣う,キズカウ,尊心,,pos
気遣わしい,キズカワシイ,ふ心,,neg
傷付く,キズツク,苦悲切,,neg
気忙しい,キゼワシイ,焦,,neg
気忙しさ,キゼワシサ,焦,,neg
汚い,キタナイ,Ｆ不嫌,,neg
汚らしい,キタナラシイ,不嫌,,neg
狐に撮まれたよう,キツネニツママレタヨウ,驚,,pos
気詰まり,キヅマリ,苦,,neg
気に入る,キニイル,好幸,,pos
気に食わない,キニクワナイ,不嫌,,neg
気に障る,キニサワル,怒不Ｆ,,neg
気になる,キニナル,好,,pos
気に入らない,キニハイラナイ,不嫌,,neg
気に病む,キニヤム,鬱心悩,,neg
気抜け,キヌケ,怠,,neg
気の毒,キノドク,憐,,neg
気恥ずかしい,キハズカシイ,恥,,neg
気恥ずかしさ,キハズカシサ,恥,,neg
厳しい,キビシイ,苦辛,,neg
気塞ぎ,キフサギ,鬱怠,,neg
気分が和む,キブンガナゴム,穏安,,neg
気分が弾む,キブンガハズム,楽,,pos
気まずい,キマズイ,き,,neg
気まずさ,キマズサ,き,,neg
きまりが悪い,キマリガワルイ,恥,,neg
気味が悪い,キミガワルイ,不嫌,,neg
気味悪い,キミワルイ,不嫌,,neg
気味悪さ,キミワルサ,不嫌,,neg
気持ちいい,キモチイイ,気,,pos
気持ちが傷付けられる,キモチガキズツケラレル,悲苦辛,,neg
気持ちが沈む,キモチガシズム,鬱怠,,neg
気持ちが和む,キモチガナゴム,安,,pos
気持ちが晴れる,キモチガハレル,気,,pos
気持ちが晴れ渡る,キモチガハレワタル,気,,pos
気持ちが好い,キモチガヨイ,気,,pos
気持ちが悪くなる,キモチガワルクナル,辛苦,,neg
気持ちの好いものではない,キモチノヨイモノデワナイ,不嫌,,neg
気持ちよい,キモチヨイ,気,,pos
気持ち良い,キモチヨイ,気,,pos
気持ち悪い,キモチワルイ,不嫌辛苦,,neg
肝を潰す,キモヲツブス,驚,,pos
肝を冷やす,キモヲヒヤス,驚怖,,pos
きゃあ,キャア,驚怖,,pos
キャッ,キャッ,驚,,pos
気安い,キヤスイ,安,,pos
窮屈,キュウクツ,不,,neg
窮する,キュウスル,困悩苦,,neg
杞憂,キユウ,ふ焦心,,neg
驚異,キョウイ,驚,,pos
恐悦,キョウエツ,感喜,,pos
恭賀,キョウガ,祝,,pos
驚愕,キョウガク,驚,,pos
驚懼,キョウガク,驚,,pos
興が醒める,キョウガサメル,不,,neg
興がる,キョウガル,楽,,pos
狂喜,キョウキ,喜,,pos
驚喜,キョウキ,喜驚,,pos
恟恟,キョウキョウ,怖,,neg
恐懼,キョウク,恐,,neg
恐慌,キョウコウ,怖焦,,neg
興醒め,キョウザメ,不,,neg
興趣,キョウシュ,楽,,pos
郷愁,キョウシュウ,安親,,pos
恐縮,キョウシュク,恐怖,,neg
興じる,キョウジル,楽安,,pos
驚嘆,キョウタン,驚,,pos
驚天動地,キョウテンドウチ,驚,,pos
驚倒,キョウトウ,驚,,pos
恐怖,キョウフ,怖,,neg
驚怖,キョウフ,怖驚,,neg
恐怖感,キョウフカン,怖,,neg
凶暴,キョウボウ,嫌不,,neg
興味深い,キョウミブカイ,興好,,pos
享楽,キョウラク,楽,,pos
狂恋,キョウレン,好,,pos
虚心坦懐,キョシンタンカイ,穏,,neg
虚脱感,キョダツカン,鬱,,neg
きょときょと,キョトキョト,ふ怖興,,neg
きょとんとする,キョトントスル,驚,,pos
虚無,キョム,寂悲,,neg
嫌い,キライ,嫌,,neg
嫌う,キラウ,嫌,,neg
気楽,キラク,安,,pos
気を腐らせる,キヲクサラセル,鬱,,neg
気を呑まれる,キヲノマレル,悔,,neg
欣快,キンカイ,喜,,pos
欣喜,キンキ,喜,,pos
欣喜雀躍,キンキジャクヤク,喜,,pos
欣欣,キンキン,喜,,pos
欣幸,キンコウ,幸喜,,pos
欣然,キンゼン,喜,,pos
緊張,キンチョウ,緊,,neg
緊張感,キンチョウカン,緊,,neg
緊張がほどける,キンチョウガホドケル,穏,,neg
緊迫,キンパク,緊,,neg
欣慕,キンボ,喜尊,,pos
欣躍,キンヤク,喜,,pos
疑懼,ギク,ふ心怖,,neg
ぎくっ,ギクッ,驚,,pos
ぎくり,ギクリ,驚,,pos
ぎっくり,ギックリ,驚,,pos
義憤,ギフン,怒,,neg
ぎゃあ,ギャア,驚怖,,pos
逆上,ギャクジョウ,怒,,neg
仰天,ギョウテン,驚,,pos
御慶,ギョケイ,祝,,pos
ぎょっとする,ギョットスル,怖,,neg
苦,ク,苦,,neg
悔い,クイ,悔,,neg
悔いる,クイル,悔,,neg
空虚,クウキョ,寂悲,,neg
臭い,クサイ,不,,neg
腐る,クサル,鬱,,neg
くしゃくしゃな顔,クシャクシャナカオ,喜,,pos
苦笑,クショウ,不,,neg
苦渋,クジュウ,苦悩,,neg
くすくす,クスクス,楽安,,pos
くすぐったい,クスグッタイ,安恥,,pos
くだらない,クダラナイ,不あ,,neg
口煩い,クチウルサイ,不,,neg
口惜しい,クチオシイ,悔残,,neg
くちぎたない,クチギタナイ,不Ｆ,,neg
唇を噛む,クチビルオカム,悔怒,,neg
くちやかましい,クチヤカマシイ,不,,neg
苦衷,クチュウ,苦辛,,neg
喰って掛かる,クッテカカル,怒不,,neg
苦痛,クツウ,苦悩,,neg
屈辱,クツジョク,悔恥,,neg
屈辱感,クツジョクカン,悔,,neg
寛ぎ,クツロギ,安穏,,pos
寛ぐ,クツログ,安穏,,pos
寛げる,クツロゲル,安穏,,pos
くどい,クドイ,不,,neg
苦悩,クノウ,苦悩,,neg
首っ丈,クビッタケ,好,,pos
首をすくめる,クビヲスクメル,怖,,neg
曇る,クモル,ふ悲鬱心,,neg
苦悶,クモン,苦心ふ,,neg
悔しい,クヤシイ,悔,,neg
悔しがる,クヤシガル,悔,,neg
悔しさ,クヤシサ,悔,,neg
悔し泣き,クヤシナキ,悔,,neg
悔し涙,クヤシナミダ,悔,,neg
悔み,クヤミ,悔,,neg
悔む,クヤム,悔,,neg
くよくよ,クヨクヨ,ふ心,,neg
暗い,クライ,不鬱,,neg
狂い怒る,クルイオコル,怒,,neg
苦しい,クルシイ,苦,,neg
苦しさ,クルシサ,苦,,neg
苦しみ,クルシミ,苦,,neg
苦しみ悶える,クルシミモダエル,苦,,neg
苦しむ,クルシム,苦,,neg
苦労,クロウ,苦辛,,neg
具合が悪い,グアイガワルイ,心ふ苦辛,,neg
具合悪い,グアイワルイ,心ふ苦辛,,neg
愚図愚図,グズグズ,不,,neg
愚図る,グズル,不,,neg
ぐっと来る,グットクル,動,,pos
敬愛,ケイアイ,尊親,,pos
慶賀,ケイガ,喜祝,,pos
慶祝,ケイシュク,喜祝,,pos
慶する,ケイスル,喜祝,,pos
傾倒,ケイトウ,好尊親,,pos
敬服,ケイフク,尊,,pos
敬慕,ケイボ,尊,,pos
気圧される,ケオサレル,悔,,neg
汚らわしい,ケガラワシイ,不嫌Ｆ,,neg
毛嫌い,ケギライ,嫌,,neg
気色ばむ,ケシキバム,怒,,neg
懸想,ケソウ,好,,pos
気怠い,ケダルイ,怠,,neg
血相を変える,ケッソウヲカエル,動怒,,pos
血涙,ケツルイ,怒悲,,neg
懸念,ケネン,ふ心,,neg
けばけばしい,ケバケバシイ,不嫌,,neg
煙い,ケムイ,不,,neg
煙たい,ケムタイ,不,,neg
けろっ,ケロッ,穏,,neg
けろり,ケロリ,穏,,neg
慊焉,ケンエン,不幸,,neg
倦厭,ケンエン,不,,neg
嫌悪,ケンオ,嫌,,neg
